Meter Label,Acct #,Zone,Type,Parent Meter,Label,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25
Z5-22,4300163,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,89,32,38,10,36,17,21,39,0,18,25,28,15,40,186
Z5-7,4300164,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,2,2,1,2,2,6,2,0,2,0,0,0,0,26,14
Z5-27,4300165,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,0,0,0,0,0,0,0,0,12,9,9,11,36,13,19
Z5-12,4300166,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,59,78,49,39,89,105,90,90,84,112,89,71,44,47,40
Z5 024,4300167,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,19,2,0,30,1,1,1,0,0,3,4,39,68,1,0
Z5 016,4300168,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,306,64,6,10,34,118,363,347,16,85,67,57,27,29,37
Z5-21,4300169,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,2,0,0,1,1,0,3,1,0,5,13,23,25,22,34
Z5-3,4300170,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,1,1,0,0,1,5,24,28,68,116,205,141,149,86,67
Z5 019,4300171,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,4,9,6,8,9,14,8,9,8,12,6,7,5,7,6
Z5-1,4300172,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,0,3,8,7,43,0,1,6,88,8,5,5,5,5,4
Z5-11,4300173,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,15,6,10,24,13,15,16,34,50,65,71,68,30,45,3
Z5-18,4300174,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,5,13,11,10,12,26,10,15,35,23,23,18,8,12,11
Z5-8,4300175,Zone_05,Residential (Villa),ZONE 5 (Bulk Zone 5),L3,0,0,0,0,0,1,1,3,1,3,0,5,6,12,11
Z8-1,4300188,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
Z8-2,4300189,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8-3,4300190,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8-4,4300191,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8-6,4300192,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
Z8-7,4300193,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8-8,4300194,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8-10,4300195,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8-12,4300196,Zone_08,Residential (Villa),BULK ZONE 8,L3,109,148,169,235,180,235,237,442,661,417,223,287,236,192,249
Z8-14,4300197,Zone_08,Residential (Villa),BULK ZONE 8,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8-15,4300198,Zone_08,Residential (Villa),BULK ZONE 8,L3,227,74,90,145,179,100,136,152,144,87,100,90,99,61,70
Z8-16,4300199,Zone_08,Residential (Villa),BULK ZONE 8,L3,180,165,52,147,0,62,113,86,91,112,103,98,67,72,54
Z8-17,4300200,Zone_08,Residential (Villa),BULK ZONE 8,L3,198,135,213,190,196,138,94,220,0,191,154,155,164,162,171
D 53-Building Common Meter,4300201,Zone_03_(B),D_Building_Common,D-53 Building Bulk Meter,L3,5,2,2,1,0,0,1,1,1,2,0,1,0,1,7
D 54-Building Common Meter,4300202,Zone_03_(B),D_Building_Common,D-54 Building Bulk Meter,L3,5,2,4,2,0,1,2,1,0,2,1,1,0,1,1
D 55-Building Common Meter,4300203,Zone_03_(B),D_Building_Common,D-55 Building Bulk Meter,L3,7,3,1,2,1,0,2,1,1,3,2,2,1,1,2
D 56-Building Common Meter,4300204,Zone_03_(B),D_Building_Common,D-56 Building Bulk Meter,L3,4,3,1,2,0,1,2,2,2,2,1,2,1,2,8
D 57-Building Common Meter,4300205,Zone_03_(B),D_Building_Common,D-57 Building Bulk Meter,L3,4,2,1,1,1,1,1,1,1,2,1,1,2,1,4
D 58-Building Common Meter,4300206,Zone_03_(B),D_Building_Common,D-58 Building Bulk Meter,L3,4,3,1,1,1,0,1,1,0,2,1,0,1,0,0
D 59-Building Common Meter,4300207,Zone_03_(B),D_Building_Common,D-59 Building Bulk Meter,L3,4,2,1,2,0,0,1,1,0,1,0,1,1,0,1
D 60-Building Common Meter,4300208,Zone_03_(B),D_Building_Common,D-60 Building Bulk Meter,L3,4,3,2,1,0,1,0,1,0,1,1,0,1,1,0
D 61-Building Common Meter,4300209,Zone_03_(B),D_Building_Common,D-61 Building Bulk Meter,L3,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1
Z3-53(1A) (Building),4300210,Zone_03_(B),Residential (Apart),D-53 Building Bulk Meter,L3,3,10,5,9,9,7,5,8,9,13,6,7,8,9,10
Z3-53(1B) (Building),4300211,Zone_03_(B),Residential (Apart),D-53 Building Bulk Meter,L3,11,10,4,4,1,9,5,5,3,9,12,12,6,8,6
Z3-53(2A) (Building),4300212,Zone_03_(B),Residential (Apart),D-53 Building Bulk Meter,L3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Z3-53(2B) (Building),4300213,Zone_03_(B),Residential (Apart),D-53 Building Bulk Meter,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z3-53(3A) (Building),4300214,Zone_03_(B),Residential (Apart),D-53 Building Bulk Meter,L3,8,8,4,6,2,8,4,0,0,0,0,0,0,1,0
Z3-53(3B) (Building),4300215,Zone_03_(B),Residential (Apart),D-53 Building Bulk Meter,L3,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1
Z3-53(4A) (Building),4300216,Zone_03_(B),Residential (Apart),D-53 Building Bulk Meter,L3,6,6,3,1,0,7,0,2,5,7,5,3,0,5,0
Z3-53(5) (Building),4300217,Zone_03_(B),Residential (Apart),D-53 Building Bulk Meter,L3,0,0,2,0,0,0,0,0,0,3,2,2,2,1,1
Z3-54(1A) (Building),4300218,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,12,6,10,11,16,12,7,5,7,10,9,14,11,12,8
Z3-54(1B) (Building),4300219,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,0,0,1,0,2,1,1,0,1,0,2,1,1,1,5
Z3-54(2A) (Building),4300220,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,2,4,3,0,0,3,16,2,1,2,4,3,3,3,3
Z3-54(2B) (Building),4300221,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,8,8,8,5,10,9,7,2,4,15,18,19,20,9,19
Z3-54(3A) (Building),4300222,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,8,9,7,7,9,6,8,8,7,10,10,6,8,8,3
Z3-54(3B) (Building),4300223,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,0,5,6,9,1,0,0,0,0,3,11,1,1,1,0
Z3-54(4A) (Building),4300224,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,0,3,0,0,0,0,4,3,0,0,4,2,0,0,0
Z3-54(4B) (Building),4300225,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,0,0,1,2,1,3,0,0,0,0,1,0,0,0,1
Z3-54(5) (Building),4300226,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,18,20,18,21,21,21,18,17,19,21,16,16,15,18,11
Z3-54(6) (Building),4300227,Zone_03_(B),Residential (Apart),D-54 Building Bulk Meter,L3,1,1,2,7,2,1,2,0,0,0,20,3,5,4,4
Z3-55(1A) (Building),4300228,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,0,0,4,1,1,0,1,4,0,0,0,0,0,0,0
Z3-55(2A) (Building),4300229,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,26,23,19,23,25,25,27,24,16,24,21,24,23,24,5
Z3-55(2B) (Building),4300230,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,2,4,4,7,5,2,6,6,2,3,5,4,3,4,5
Z3-55(3A) (Building),4300231,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,1,2,1,0,2,2,9,18,11,10,12,11,17,8,4
Z3-55(3B) (Building),4300232,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,1,5,6,6,3,8,2,6,8,8,6,3,7,3,5
Z3-55(4A) (Building),4300233,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,8,7,8,10,6,1,4,11,7,10,8,5,4,7,7
Z3-55(4B) (Building),4300234,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,9,8,10,8,7,1,1,4,2,5,4,5,6,5,5
Z3-55(5) (Building),4300235,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1
Z3-55(6) (Building),4300236,Zone_03_(B),Residential (Apart),D-55 Building Bulk Meter,L3,46,41,33,50,66,72,16,2,14,41,20,4,7,5,68
Z3-56(1A) (Building),4300237,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,5,8,3,4,4,3,2,1,1,4,3,174,50,0,0
Z3-56(1B) (Building),4300238,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Z3-56(2A) (Building),4300239,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,1,0,1,64,31,0,0,0,0,0,2,2,2,7,0
Z3-56(2B) (Building),4300240,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,5,3,3,9,2,1,0,0,0,2,5,9,5,1,8
Z3-56(3A) (Building),4300241,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z3-56(3B) (Building),4300242,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,1,10,10,12,0,3,0,0,0,0,0,0,0,1,0
Z3-56(4A) (Building),4300243,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,0,1,5,0,0,13,18,16,0,0,0,0,0,0,4
Z3-56(4B) (Building),4300244,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,0,0,0,0,0,2,4,8,1,2,3,2,7,0,0
Z3-56(5) (Building),4300245,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,0,7,4,7,0,2,1,1,0,5,0,1,1,2,0
Z3-56(6) (Building),4300246,Zone_03_(B),Residential (Apart),D-56 Building Bulk Meter,L3,0,0,3,5,1,7,4,24,17,13,6,10,14,3,17
Z3-57(1A) (Building),4300247,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,6,3,3,2,6,0,2,4,4,5,2,7,2,8,0
Z3-57(1B) (Building),4300248,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,1,1,0,4,0,1,10,0,0,0,0,3,3,1,0
Z3-57(2A) (Building),4300249,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,5,4,4,4,5,4,3,6,5,7,5,4,4,5,5
Z3-57(2B) (Building),4300250,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,5,2,0,3,0,0,0,0,0,1,2,3,1,1,5
Z3-57(3A) (Building),4300251,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,7,6,7,7,24,14,5,6,5,5,5,5,6,4,5
Z3-57(3B) (Building),4300252,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
Z3-57(4A) (Building),4300253,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Z3-57(4B) (Building),4300254,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,0,2,0,0,5,1,2,0,0,3,0,3,0,3,0
Z3-57(5) (Building),4300255,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,9,4,1,17,5,9,20,27,0,12,33,29,17,14,7
Z3-57(6) (Building),4300256,Zone_03_(B),Residential (Apart),D-57 Building Bulk Meter,L3,0,13,0,0,2,0,18,24,0,15,1,0,10,26,22
Z3-58(1A) (Building),4300257,Zone_03_(B),Residential (Apart),D-58 Building Bulk Meter,L3,10,12,4,4,3,4,3,3,2,3,2,3,3,2,4
Z3-58(2A) (Building),4300258,Zone_03_(B),Residential (Apart),D-58 Building Bulk Meter,L3,10,8,0,11,0,4,3,0,2,2,0,1,0,0,4
Z3-58(2B) (Building),4300259,Zone_03_(B),Residential (Apart),D-58 Building Bulk Meter,L3,2,2,0,0,2,5,4,4,1,1,3,6,5,5,1
Z3-58(3A) (Building),4300260,Zone_03_(B),Residential (Apart),D-58 Building Bulk Meter,L3,13,7,1,0,0,0,0,9,10,16,10,2,0,0,0
Z3-58(4A) (Building),4300261,Zone_03_(B),Residential (Apart),D-58 Building Bulk Meter,L3,2,3,0,1,0,2,2,1,1,1,2,0,0,0,1
Z3-58(6) (Building),4300262,Zone_03_(B),Residential (Apart),D-58 Building Bulk Meter,L3,0,0,1,0,0,0,0,3,15,16,1,1,2,3,3
Z3-59(1A) (Building),4300263,Zone_03_(B),Residential (Apart),D-59 Building Bulk Meter,L3,0,0,0,0,0,0,0,0,2,3,3,4,7,7,4
Z3-59(1B) (Building),4300264,Zone_03_(B),Residential (Apart),D-59 Building Bulk Meter,L3,1,4,1,1,2,1,3,2,0,1,2,2,2,4,1
Z3-59(2A) (Building),4300265,Zone_03_(B),Residential (Apart),D-59 Building Bulk Meter,L3,0,0,1,17,14,8,4,7,12,11,11,8,9,13,14
Z3-59(2B) (Building),4300266,Zone_03_(B),Residential (Apart),D-59 Building Bulk Meter,L3,11,13,9,12,8,13,11,19,9,12,10,17,13,15,10
Z3-59(3B) (Building),4300267,Zone_03_(B),Residential (Apart),D-59 Building Bulk Meter,L3,0,0,0,0,0,0,0,1,2,2,1,2,1,4,3
Z3-59(4A) (Building),4300268,Zone_03_(B),Residential (Apart),D-59 Building Bulk Meter,L3,12,3,26,17,61,0,0,0,9,15,10,13,10,8,6
Z3-59(5) (Building),4300269,Zone_03_(B),Residential (Apart),D-59 Building Bulk Meter,L3,0,8,14,8,10,6,1,8,0,16,5,3,12,3,7
Z3-59(6) (Building),4300270,Zone_03_(B),Residential (Apart),D-59 Building Bulk Meter,L3,10,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Z3-60(1A) (Building),4300271,Zone_03_(B),Residential (Apart),D-60 Building Bulk Meter,L3,2,2,2,1,1,4,1,1,0,3,2,1,3,7,6
Z3-60(2A) (Building),4300272,Zone_03_(B),Residential (Apart),D-60 Building Bulk Meter,L3,5,4,5,4,0,1,0,0,0,5,4,4,4,4,3
Z3-60(3A) (Building),4300273,Zone_03_(B),Residential (Apart),D-60 Building Bulk Meter,L3,11,12,12,9,0,7,7,6,7,6,11,9,5,10,15
Z3-60(4A) (Building),4300274,Zone_03_(B),Residential (Apart),D-60 Building Bulk Meter,L3,5,5,4,6,4,15,7,12,6,5,6,6,6,5,5
Z3-60(5) (Building),4300275,Zone_03_(B),Residential (Apart),D-60 Building Bulk Meter,L3,5,1,1,0,0,0,0,0,23,25,6,0,0,0,0
Z3-60(6) (Building),4300276,Zone_03_(B),Residential (Apart),D-60 Building Bulk Meter,L3,27,12,42,48,95,166,72,33,27,37,28,14,20,38,39
Z3-61(1A) (Building),4300277,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,0,4,0,17,15,6,2,0,0,6,8,10,2,0,3
Z3-61(1B) (Building),4300278,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,4,3,1,2,3,4,3,5,3,5,14,6,9,9,2
Z3-61(2A) (Building),4300279,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,21,18,17,17,18,9,18,11,0,0,0,0,0,0,11
Z3-61(2B) (Building),4300280,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,1,2,1,1,1,0,0,0,2,0,0,1,0,1,0
Z3-61(3A) (Building),4300281,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,0,4,0,1,0,2,1,2,1,4,0,0,0,7,19
Z3-61(3B) (Building),4300282,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0
Z3-61(4A) (Building),4300283,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,0,0,1,0,1,0,0,0,0,1,6,7,6,11,5
Z3-61(4B) (Building),4300284,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,0,0,1,7,5,2,4,7,9,9,5,8,2,5,8
Z3-61(5) (Building),4300285,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,0,9,11,8,2,4,0,0,0,0,8,0,6,0,1
Z3-61(6) (Building),4300286,Zone_03_(B),Residential (Apart),D-61 Building Bulk Meter,L3,20,8,5,23,6,17,10,6,3,1,4,9,16,16,17
Z8-5,4300287,Zone_08,Residential (Villa),BULK ZONE 8,L3,131,117,131,142,208,247,272,344,236,280,309,314,208,341,313
Z8-9,4300288,Zone_08,Residential (Villa),BULK ZONE 8,L3,8,8,0,4,2,5,47,51,4,14,12,25,5,12,5
Z8-18,4300289,Zone_08,Residential (Villa),BULK ZONE 8,L3,290,212,253,418,384,478,459,410,312,196,239,149,122,111,336
Z8-19,4300290,Zone_08,Residential (Villa),BULK ZONE 8,L3,161,147,205,271,282,340,157,306,239,197,248,125,104,87,231
Z8-20,4300291,Zone_08,Residential (Villa),BULK ZONE 8,L3,226,210,289,358,298,313,290,297,275,219,298,158,146,110,312
Z8-21,4300292,Zone_08,Residential (Villa),BULK ZONE 8,L3,188,173,172,320,254,344,233,243,200,119,167,101,99,72,276
Z8-22,4300293,Zone_08,Residential (Villa),BULK ZONE 8,L3,262,168,174,366,388,418,271,343,330,138,213,177,225,156,336
Irrigation Tank 04 - (Z08),4300294,Direct Connection ,IRR_Servies,Main Bulk (NAMA),DC,764,509,440,970,1165,1475,782,559,0,0,0,0,0,0,0
"Sales Center  Common Building
",4300295,Direct Connection ,MB_Common,Main Bulk (NAMA),DC,45,46,37,35,61,32,36,28,25,41,54,62,76,68,37
Building FM,4300296,Zone_01_(FM),MB_Common,ZONE FM ( BULK ZONE FM ),L3,34,43,22,18,27,22,32,37,34,45,30,38,37,39,49
Building (Security),4300297,Direct Connection ,MB_Common,Main Bulk (NAMA),DC,33,31,30,32,9,4,4,4,5,6,10,17,17,18,13
Building Taxi,4300298,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,11,9,10,10,13,10,8,13,12,17,11,13,11,16,12
Building (ROP),4300299,Direct Connection ,MB_Common,Main Bulk (NAMA),DC,38,31,31,33,10,2,3,25,42,45,25,22,23,21,19
Building B1,4300300,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,258,183,178,184,198,181,164,202,184,167,214,245,228,225,235
Building B2,4300301,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,239,194,214,205,167,187,177,191,206,163,194,226,236,213,202
Building B3,4300302,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,166,147,153,190,170,124,119,123,131,112,172,161,169,165,132
Building B4,4300303,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,8,17,21,29,30,5,93,130,119,92,134,138,108,108,148
Building B5,4300304,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,28,0,0,17,49,175,8,8,3,0,0,0,1,2,1
Building B6,4300305,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,7,9,9,11,16,57,131,234,226,196,195,224,254,228,268
Building B7,4300306,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,304,243,251,275,244,226,140,161,36,116,148,151,178,190,174
Building B8,4300307,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,557,260,253,290,320,275,261,196,176,178,261,276,268,250,233
Irrigation Tank (Z01_FM),4300308,Zone_01_(FM),IRR_Servies,ZONE FM ( BULK ZONE FM ),L3,0,0,0,0,0,519,877,0,0,0,0,0,0,0,0
Room PUMP (FIRE),4300309,Zone_01_(FM),MB_Common,ZONE FM ( BULK ZONE FM ),L3,0,0,0,0,0,0,0,0,0,0,25,107,78,0,0
Building (MEP),4300310,Zone_01_(FM),MB_Common,ZONE FM ( BULK ZONE FM ),L3,1,1,1,2,4,4,6,8,3,2,3,2,2,2,1
Irrigation Tank 02 (Z03),4300320,Zone_03_(B),IRR_Servies,ZONE 3B (BULK ZONE 3B),L3,42,36,74,39,31,36,45,45,30,30,29,57,49,47,43
Irrigation Tank 03 (Z05),4300321,Zone_05,IRR_Servies,ZONE 5 (Bulk Zone 5),L3,1223,1016,552,808,0,347,763,0,0,0,1,0,0,0,0
Z3-74(3) (Building),4300322,Zone_03_(A),Residential (Apart),D-74 Building Bulk Meter,L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irrigation Tank 01 (Inlet),4300323,Direct Connection ,IRR_Servies,Main Bulk (NAMA),DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Building CIF/CB,4300324,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,8,5,6,27,29,25,258,300,285,388,349,347,420,331,306
Building Nursery Building,4300325,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,7,6,5,5,6,4,5,6,6,8,5,5,4,4,4
Irrigation Tank - VS,4300326,Zone_VS,IRR_Servies,Village Square (Zone Bulk),L3,0,0,0,2,0,157,116,71,100,0,1,0,0,0,0
Coffee 1 (GF Shop No.591),4300327,Zone_VS,Retail,Village Square (Zone Bulk),L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Sale Centre Caffe & Bar (GF Shop No.592 A),4300328,Zone_SC,Retail, Sale Centre (Zone Bulk),L3,0,0,0,0,0,0,0,6,0,0,0,0,0,2,3
Coffee 2 (GF Shop No.594 A),4300329,Zone_VS,Retail,Village Square (Zone Bulk),L3,0,0,0,0,0,0,0,0,0,3,1,3,2,3,5
Supermarket (FF Shop No.591),4300330,Zone_VS,Retail,Village Square (Zone Bulk),L3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
Pharmacy (FF Shop No.591 A),4300331,Zone_VS,Retail,Village Square (Zone Bulk),L3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Laundry Services (FF Shop No.593),4300332,Zone_VS,Retail,Village Square (Zone Bulk),L3,0,1,16,49,32,34,32,47,34,45,52,31,33,25,22
Shop No.593 A,4300333,Zone_VS,Retail,Village Square (Zone Bulk),L3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hotel Main Building,4300334,Direct Connection ,Retail,Main Bulk (NAMA),DC,14012,12880,11222,13217,13980,15385,12810,13747,13031,17688,15156,14668,18048,19482,22151
Village Square (Zone Bulk),4300335,Zone_VS,Zone Bulk,Main Bulk (NAMA),L2,26,19,72,60,125,277,143,137,145,63,34,17,14,12,21
"Community Mgmt - Technical Zone, STP",4300336,Direct Connection ,MB_Common,Main Bulk (NAMA),DC,28,47,34,27,24,51,18,23,22,17,14,25,29,37,25
Cabinet FM (CONTRACTORS OFFICE),4300337,Zone_01_(FM),MB_Common,ZONE FM ( BULK ZONE FM ),L3,99,98,70,53,22,95,90,10,4,1,15,42,68,59,52
"PHASE 02, MAIN ENTRANCE (Infrastructure)",4300338,Direct Connection ,MB_Common,Main Bulk (NAMA),DC,34,33,35,40,40,49,24,11,12,12,12,10,11,8,6
Building CIF/CB (COFFEE SH),4300339,Zone_01_(FM),Retail,ZONE FM ( BULK ZONE FM ),L3,19,10,1,0,0,0,0,0,0,0,0,0,0,0,0
Irrigation- Controller UP,4300340,Direct Connection ,IRR_Servies,Main Bulk (NAMA),DC,647,297,318,351,414,1038,1636,1213,1410,1204,124,53,0,0,0
Irrigation- Controller DOWN,4300341,Direct Connection ,IRR_Servies,Main Bulk (NAMA),DC,1124,907,773,628,601,891,1006,742,860,1559,171,185,159,239,283
ZONE 8 (Bulk Zone 8),4300342,Zone_08,Zone Bulk,Main Bulk (NAMA),L2,2170,1825,2021,2753,2722,3193,3639,3957,3947,4296,3569,3018,1547,1498,2605
ZONE 3A (Bulk Zone 3A),4300343,Zone_03_(A),Zone Bulk,Main Bulk (NAMA),L2,1234,1099,1297,1892,2254,2227,3313,3172,2698,3715,3501,3796,4235,4273,3591
ZONE 3B (Bulk Zone 3B),4300344,Zone_03_(B),Zone Bulk,Main Bulk (NAMA),L2,2653,2169,2315,2381,2634,2932,3369,3458,3742,2906,2695,3583,3256,2962,3331
ZONE 5 (Bulk Zone 5),4300345,Zone_05,Zone Bulk,Main Bulk (NAMA),L2,4286,3897,4127,4911,2639,4992,5305,4039,2736,3383,1438,3788,4267,4231,3862
ZONE FM ( BULK ZONE FM ),4300346,Zone_01_(FM),Zone Bulk,Main Bulk (NAMA),L2,1595,1283,1255,1383,1411,2078,2601,1638,1550,2098,1808,1946,2008,1740,1880
Al Adrak Construction,4300347,Direct Connection ,Retail,Main Bulk (NAMA),DC,0,0,0,0,0,0,0,0,474,1179,494,494,597,520,580
Al Adrak Camp,4300348,Direct Connection ,Retail,Main Bulk (NAMA),DC,0,0,0,0,0,0,0,0,193,1073,808,808,1038,702,1161
Main Bulk (NAMA),C43659,Main Bulk,Main BULK,NAMA,L1,32803,27996,23860,31869,30737,41953,35166,35420,41341,31519,35290,36733,32580,44043,34915